Emplid;Periodo;Programa Academico
8939711;20231;Administración De Empresas
8950488;20231;Administración De Empresas
8952712;20231;Administración De Empresas
0072611;20222;Administración De Empresas
8918107;20222;Administración De Empresas
8932761;20222;Administración De Empresas
8942758;20222;Administración De Empresas
8943097;20222;Administración De Empresas
8951297;20222;Administración De Empresas
8952523;20231;Administración De Empresas
0220359;20222;Administración De Empresas
8912405;20231;Administración De Empresas
8931837;20231;Administración De Empresas
8940459;20231;Administración De Empresas
0060999;20222;Administración De Empresas
1403258;20222;Administración De Empresas
8925883;20222;Administración De Empresas
8935200;20222;Administración De Empresas
8941675;20231;Administración De Empresas
8943615;20231;Administración De Empresas
8945662;20231;Administración De Empresas
8951239;20222;Administración De Empresas
0062031;20231;Administración De Empresas
0217844;20231;Administración De Empresas
0224472;20222;Administración De Empresas
8749560;20231;Administración De Empresas
8912618;20222;Administración De Empresas
8917942;20222;Administración De Empresas
8930987;20222;Administración De Empresas
8933178;20231;Administración De Empresas
8939373;20222;Administración De Empresas
8939847;20222;Administración De Empresas
8942559;20222;Administración De Empresas
8942750;20222;Administración De Empresas
8943002;20222;Administración De Empresas
8947784;20231;Administración De Empresas
8949617;20231;Administración De Empresas
00020268820;20222;Administración De Empresas
0036390;20222;Administración De Empresas
0199699;20222;Administración De Empresas
0218589;20231;Administración De Empresas
8910955;20222;Administración De Empresas
8934752;20231;Administración De Empresas
8938562;20231;Administración De Empresas
8939775;20231;Administración De Empresas
8940493;20222;Administración De Empresas
8940526;20222;Administración De Empresas
8946168;20231;Administración De Empresas
8947884;20222;Administración De Empresas
8954071;20231;Administración De Empresas
8956919;20231;Administración De Empresas
0059762;20222;Administración De Empresas
0217856;20222;Administración De Empresas
8919643;20222;Administración De Empresas
8935769;20222;Administración De Empresas
8943987;20231;Administración De Empresas
8944039;20231;Administración De Empresas
8947192;20222;Administración De Empresas
8949852;20222;Administración De Empresas
2735105;20231;Administración De Empresas
8939776;20231;Administración De Empresas
8947282;20231;Administración De Empresas
8948427;20231;Administración De Empresas
8954065;20231;Administración De Empresas
0183350;20232;Administración De Empresas
0200167;20232;Administración De Empresas
0200540;20222;Administración De Empresas
0223435;20232;Administración De Empresas
0057453;20222;Administración De Empresas
0069216;20222;Administración De Empresas
0031404;20231;Administración De Empresas
0201251;20222;Administración De Empresas
0224622;20222;Administración De Empresas
8952681;20231;Comunicación
8948162;20222;Comunicación
0199165;20231;Comunicación
0224297;20232;Comunicación
8938686;20232;Comunicación
8939276;20232;Comunicación
8943079;20232;Comunicación
8944189;20232;Comunicación
8946675;20222;Comunicación
8944064;20222;Comunicación
8946912;20222;Comunicación
6037851;20222;Comunicación
8935534;20231;Comunicación
8931309;20222;Comunicación
8931952;20222;Comunicación
8934767;20222;Comunicación
8939528;20222;Comunicación
8945706;20222;Comunicación
8913321;20222;Comunicación
8927247;20222;Comunicación
8939949;20222;Comunicación
8919568;20231;Comunicación
8943455;20222;Comunicación
8943991;20231;Comunicación
8944524;20222;Comunicación
8945961;20222;Comunicación
8951070;20231;Comunicación
00008945336;20231;Comunicación
00020305991;20222;Comunicación
0200395;20222;Comunicación
8931186;20222;Comunicación
8935199;20231;Comunicación
8946712;20222;Comunicación
0220640;20222;Comunicación
8940153;20231;Comunicación
8942942;20231;Comunicación
8947396;20222;Comunicación
0199165;20232;Comunicación
8938973;20232;Comunicación
8939708;20232;Comunicación
8943998;20231;Comunicación
8945622;20232;Comunicación
8948174;20231;Comunicación
8949850;20231;Comunicación
8950072;20222;Comunicación
8950816;20231;Comunicación
8951210;20232;Comunicación
8951211;20232;Comunicación
8952488;20232;Comunicación
8952691;20232;Comunicación
8952772;20232;Comunicación
8952882;20231;Comunicación
8953001;20232;Comunicación
8953045;20231;Comunicación
8953241;20232;Comunicación
8954086;20231;Comunicación
8954320;20232;Comunicación
8955553;20232;Comunicación
8955625;20232;Comunicación
8956116;20232;Comunicación
8956456;20232;Comunicación
8956900;20231;Comunicación
8957141;20232;Comunicación
8953764;20231;Comunicación
8950636;20231;Comunicación
8952479;20231;Comunicación
8944367;20231;Comunicación
8952762;20231;Comunicación
8953761;20231;Comunicación
8954261;20231;Comunicación
8950727;20222;Comunicación
8952477;20231;Comunicación
8952671;20231;Comunicación
8945722;20231;Comunicación
8946056;20231;Comunicación
8946762;20231;Comunicación
8948203;20222;Comunicación
8949871;20222;Comunicación
8951973;20231;Comunicación
8953527;20231;Comunicación
8946270;20231;Comunicación
8950054;20222;Comunicación
8952741;20231;Comunicación
8946375;20231;Comunicación
8947220;20222;Comunicación
8948047;20231;Comunicación
8948174;20222;Comunicación
8950860;20231;Comunicación
8950909;20231;Comunicación
8953951;20231;Comunicación
8953666;20232;Matemáticas  Aplicadas
8955478;20232;Matemáticas  Aplicadas
8942311;20222;Matemáticas  Aplicadas
8943856;20222;Matemáticas  Aplicadas
8923124;20232;Biología
8931518;20232;Biología
8936029;20232;Biología
8940206;20232;Biología
8946727;20232;Biología
8950921;20232;Biología
8953339;20232;Biología
8953972;20232;Biología
8955051;20232;Biología
8964124;20222;Biología
8947323;20222;Biología
8940364;20222;Biología
8943033;20222;Biología
8953067;20222;Biología
8943620;20222;Biología
8943683;20222;Biología
8945924;20222;Biología
8946484;20231;Biología
8959070;20222;Biología
8935483;20222;Biología
8943364;20222;Biología
8943663;20222;Biología
8943986;20231;Biología
8944025;20222;Biología
8946733;20222;Biología
8946983;20222;Biología
8952743;20231;Biología
8935048;20222;Biología
8938981;20231;Biología
8939948;20231;Biología
8943070;20222;Biología
8943974;20222;Biología
8944078;20222;Biología
8934860;20231;Biología
8942601;20231;Biología
8943166;20231;Biología
8944199;20231;Biología
8947252;20231;Biología
8947568;20231;Biología
8947823;20231;Biología
6116875;20231;Ingeniería Mecánica
8946574;20232;Ingeniería Mecánica
8946888;20232;Ingeniería Mecánica
8951350;20232;Ingeniería Mecánica
8953528;20232;Ingeniería Mecánica
8953544;20232;Ingeniería Mecánica
8954031;20232;Ingeniería Mecánica
8955541;20232;Ingeniería Mecánica
8955677;20232;Ingeniería Mecánica
8956353;20232;Ingeniería Mecánica
8960001;20232;Ingeniería Mecánica
8939285;20222;Ingeniería Mecánica
8954331;20231;Ingeniería Mecánica
8954135;20231;Ingeniería Mecánica
8931613;20222;Ingeniería Mecánica
8952169;20231;Ingeniería Mecánica
8952334;20231;Ingeniería Mecánica
8953028;20231;Ingeniería Mecánica
8939098;20231;Ingeniería Mecánica
8952957;20231;Ingeniería Mecánica
8939085;20232;Negocios Internacionales
8944251;20232;Negocios Internacionales
8946577;20232;Negocios Internacionales
8946837;20222;Negocios Internacionales
8946846;20232;Negocios Internacionales
8947324;20232;Negocios Internacionales
8947420;20232;Negocios Internacionales
8948128;20232;Negocios Internacionales
8948104;20222;Negocios Internacionales
8946263;20222;Negocios Internacionales
8947666;20222;Negocios Internacionales
8945604;20231;Negocios Internacionales
8931472;20222;Negocios Internacionales
8932281;20222;Negocios Internacionales
8943980;20231;Negocios Internacionales
8941495;20222;Negocios Internacionales
8944196;20222;Negocios Internacionales
8946690;20222;Negocios Internacionales
8944316;20222;Negocios Internacionales
8946698;20222;Negocios Internacionales
8946989;20222;Negocios Internacionales
8947441;20222;Negocios Internacionales
8913632;20231;Negocios Internacionales
8934524;20231;Negocios Internacionales
8937849;20222;Negocios Internacionales
8938932;20222;Negocios Internacionales
8939547;20232;Negocios Internacionales
8943829;20231;Negocios Internacionales
8946045;20222;Negocios Internacionales
8946841;20222;Negocios Internacionales
8946970;20222;Negocios Internacionales
8947037;20222;Negocios Internacionales
8947424;20222;Negocios Internacionales
8948310;20222;Negocios Internacionales
8929927;20231;Negocios Internacionales
8938164;20222;Negocios Internacionales
8938693;20222;Negocios Internacionales
8939601;20222;Negocios Internacionales
8943866;20222;Negocios Internacionales
8946050;20222;Negocios Internacionales
8946565;20222;Negocios Internacionales
8913999;20222;Negocios Internacionales
8931750;20222;Negocios Internacionales
8939202;20222;Negocios Internacionales
8943971;20231;Negocios Internacionales
8946252;20222;Negocios Internacionales
8946359;20222;Negocios Internacionales
8946832;20222;Negocios Internacionales
8947313;20222;Negocios Internacionales
8938716;20222;Negocios Internacionales
8947467;20222;Negocios Internacionales
8947782;20222;Negocios Internacionales
8931662;20231;Negocios Internacionales
8931975;20231;Negocios Internacionales
8939360;20231;Negocios Internacionales
8943599;20231;Negocios Internacionales
8938620;20232;Negocios Internacionales
8943325;20232;Negocios Internacionales
8943657;20232;Negocios Internacionales
8943997;20232;Negocios Internacionales
8946579;20232;Negocios Internacionales
8946855;20232;Negocios Internacionales
8947040;20232;Negocios Internacionales
8947949;20232;Negocios Internacionales
8948089;20232;Negocios Internacionales
8949496;20232;Negocios Internacionales
8950047;20232;Negocios Internacionales
8950285;20232;Negocios Internacionales
8950693;20232;Negocios Internacionales
8950779;20232;Negocios Internacionales
8950951;20232;Negocios Internacionales
8950991;20232;Negocios Internacionales
8951364;20232;Negocios Internacionales
8951797;20232;Negocios Internacionales
8952765;20232;Negocios Internacionales
8952839;20232;Negocios Internacionales
8952842;20232;Negocios Internacionales
8952938;20232;Negocios Internacionales
8952998;20232;Negocios Internacionales
8953012;20232;Negocios Internacionales
8953056;20232;Negocios Internacionales
8953168;20232;Negocios Internacionales
8953232;20232;Negocios Internacionales
8953428;20232;Negocios Internacionales
8953517;20232;Negocios Internacionales
8953560;20232;Negocios Internacionales
8953573;20232;Negocios Internacionales
8953698;20232;Negocios Internacionales
8953769;20232;Negocios Internacionales
8953816;20232;Negocios Internacionales
8953970;20232;Negocios Internacionales
8954053;20232;Negocios Internacionales
8955091;20232;Negocios Internacionales
8955213;20232;Negocios Internacionales
8955226;20232;Negocios Internacionales
8955398;20232;Negocios Internacionales
8955447;20232;Negocios Internacionales
8955551;20232;Negocios Internacionales
8955660;20232;Negocios Internacionales
8955733;20232;Negocios Internacionales
8955796;20232;Negocios Internacionales
8955804;20232;Negocios Internacionales
8955809;20232;Negocios Internacionales
8956001;20232;Negocios Internacionales
8956255;20232;Negocios Internacionales
8956360;20232;Negocios Internacionales
8956384;20232;Negocios Internacionales
8956484;20232;Negocios Internacionales
8956517;20232;Negocios Internacionales
8956551;20232;Negocios Internacionales
8956564;20232;Negocios Internacionales
8956623;20232;Negocios Internacionales
8956769;20232;Negocios Internacionales
8956930;20232;Negocios Internacionales
8950060;20222;Negocios Internacionales
8950202;20222;Negocios Internacionales
8950699;20231;Negocios Internacionales
0200174;20222;Negocios Internacionales
8947151;20222;Negocios Internacionales
8952690;20231;Negocios Internacionales
8952917;20231;Negocios Internacionales
8950031;20222;Negocios Internacionales
8951055;20231;Negocios Internacionales
8911210;20222;Negocios Internacionales
8940545;20222;Negocios Internacionales
8950559;20231;Negocios Internacionales
8950805;20231;Negocios Internacionales
8953342;20231;Negocios Internacionales
8942795;20231;Negocios Internacionales
8943158;20231;Negocios Internacionales
8948233;20222;Negocios Internacionales
8949580;20222;Negocios Internacionales
8950934;20222;Negocios Internacionales
1735859;20222;Negocios Internacionales
8938317;20231;Negocios Internacionales
8942720;20222;Negocios Internacionales
8949472;20222;Negocios Internacionales
8950587;20222;Negocios Internacionales
8917867;20231;Negocios Internacionales
8936033;20222;Negocios Internacionales
8946613;20222;Negocios Internacionales
8949731;20231;Negocios Internacionales
8949928;20222;Negocios Internacionales
8949961;20222;Negocios Internacionales
8950008;20231;Negocios Internacionales
8950066;20222;Negocios Internacionales
8950335;20231;Negocios Internacionales
8950440;20231;Negocios Internacionales
8950500;20231;Negocios Internacionales
8952621;20231;Negocios Internacionales
8952959;20231;Negocios Internacionales
8953137;20231;Negocios Internacionales
8953214;20231;Negocios Internacionales
8953341;20231;Negocios Internacionales
8953659;20231;Negocios Internacionales
8929335;20231;Negocios Internacionales
8935853;20222;Negocios Internacionales
8938740;20222;Negocios Internacionales
8944102;20222;Negocios Internacionales
8947295;20231;Negocios Internacionales
8949295;20222;Negocios Internacionales
8949806;20222;Negocios Internacionales
8949841;20222;Negocios Internacionales
8949903;20222;Negocios Internacionales
8950107;20231;Negocios Internacionales
8950780;20231;Negocios Internacionales
8953547;20231;Negocios Internacionales
8953801;20231;Negocios Internacionales
8930167;20231;Negocios Internacionales
8948400;20231;Negocios Internacionales
8949451;20222;Negocios Internacionales
8950713;20222;Negocios Internacionales
8952007;20231;Negocios Internacionales
8952100;20222;Negocios Internacionales
8952754;20231;Negocios Internacionales
8956729;20231;Negocios Internacionales
00008947562;20222;Negocios Internacionales
8940021;20222;Negocios Internacionales
8946496;20231;Negocios Internacionales
8949895;20231;Negocios Internacionales
8951178;20231;Negocios Internacionales
8952152;20231;Negocios Internacionales
8952590;20231;Negocios Internacionales
8953412;20231;Negocios Internacionales
8953569;20231;Negocios Internacionales
8953714;20231;Negocios Internacionales
8949801;20232;Finanzas
8952415;20232;Finanzas
8955572;20232;Finanzas
8955729;20232;Finanzas
8956152;20232;Finanzas
8956559;20232;Finanzas
8947095;20222;Finanzas
0220641;20232;Mercadeo
8947892;20232;Mercadeo
8956063;20232;Mercadeo
8956629;20232;Mercadeo
8957025;20232;Mercadeo
8947008;20232;Diseño De Comunicación Visual
8947009;20232;Diseño De Comunicación Visual
8947885;20232;Diseño De Comunicación Visual
8949513;20232;Diseño De Comunicación Visual
8950506;20232;Diseño De Comunicación Visual
8952368;20232;Diseño De Comunicación Visual
8953007;20232;Diseño De Comunicación Visual
8953373;20232;Diseño De Comunicación Visual
8953628;20232;Diseño De Comunicación Visual
8953742;20232;Diseño De Comunicación Visual
8953882;20232;Diseño De Comunicación Visual
8954122;20232;Diseño De Comunicación Visual
8954255;20232;Diseño De Comunicación Visual
8955068;20232;Diseño De Comunicación Visual
8955684;20232;Diseño De Comunicación Visual
8956313;20232;Diseño De Comunicación Visual
8956368;20232;Diseño De Comunicación Visual
8957085;20232;Diseño De Comunicación Visual
8958422;20232;Diseño De Comunicación Visual
8948084;20222;Diseño De Comunicación Visual
8939215;20222;Diseño De Comunicación Visual
8913976;20222;Diseño De Comunicación Visual
00008949000;20222;Diseño De Comunicación Visual
8922911;20222;Diseño De Comunicación Visual
8950490;20222;Diseño De Comunicación Visual
8952985;20231;Diseño De Comunicación Visual
8953969;20231;Diseño De Comunicación Visual
8932538;20222;Diseño De Comunicación Visual
8942815;20222;Diseño De Comunicación Visual
8943140;20222;Diseño De Comunicación Visual
8943730;20222;Diseño De Comunicación Visual
8946425;20231;Diseño De Comunicación Visual
8949926;20222;Diseño De Comunicación Visual
8949967;20222;Diseño De Comunicación Visual
8950303;20222;Diseño De Comunicación Visual
8951955;20231;Diseño De Comunicación Visual
8939383;20222;Diseño De Comunicación Visual
8940139;20222;Diseño De Comunicación Visual
8946459;20222;Diseño De Comunicación Visual
8947549;20222;Diseño De Comunicación Visual
8949807;20222;Diseño De Comunicación Visual
8950702;20222;Diseño De Comunicación Visual
8931620;20222;Diseño De Comunicación Visual
8940537;20222;Diseño De Comunicación Visual
8941411;20222;Diseño De Comunicación Visual
8942508;20222;Diseño De Comunicación Visual
8943343;20222;Diseño De Comunicación Visual
8946853;20231;Diseño De Comunicación Visual
8951076;20231;Diseño De Comunicación Visual
8952448;20231;Diseño De Comunicación Visual
6088125;20222;Diseño De Comunicación Visual
8911499;20222;Diseño De Comunicación Visual
8939674;20231;Diseño De Comunicación Visual
8946215;20231;Diseño De Comunicación Visual
8951316;20231;Diseño De Comunicación Visual
2066212;20231;Diseño De Comunicación Visual
8923686;20231;Diseño De Comunicación Visual
8924629;20231;Diseño De Comunicación Visual
8930968;20231;Diseño De Comunicación Visual
8946908;20231;Diseño De Comunicación Visual
8948090;20231;Diseño De Comunicación Visual
8950737;20231;Diseño De Comunicación Visual
8953190;20231;Diseño De Comunicación Visual
8953745;20231;Diseño De Comunicación Visual
8954748;20231;Diseño De Comunicación Visual
00008944171;20231;Diseño De Comunicación Visual
1805645;20222;Diseño De Comunicación Visual
0199449;20232;Artes Visuales
8939589;20232;Artes Visuales
8939826;20232;Artes Visuales
8948304;20232;Artes Visuales
8948444;20232;Artes Visuales
8950682;20232;Artes Visuales
8951991;20232;Artes Visuales
8953066;20232;Artes Visuales
8954342;20232;Artes Visuales
8956206;20232;Artes Visuales
8957079;20232;Artes Visuales
8957096;20232;Artes Visuales
8939587;20222;Artes Visuales
8946957;20222;Artes Visuales
0073331;20222;Artes Visuales
8939715;20222;Artes Visuales
8947506;20231;Artes Visuales
8930267;20222;Artes Visuales
8937961;20231;Artes Visuales
8939619;20231;Artes Visuales
8942499;20231;Artes Visuales
8949511;20222;Artes Visuales
8950444;20222;Artes Visuales
8918065;20231;Artes Visuales
8947397;20222;Artes Visuales
8948284;20222;Artes Visuales
0068840;20231;Artes Visuales
8935191;20231;Artes Visuales
8946705;20222;Artes Visuales
8956356;20222;Artes Visuales
8935468;20231;Artes Visuales
8947335;20232;Filosofía
8950388;20232;Filosofía
8951929;20231;Filosofía
8952644;20232;Filosofía
8952663;20232;Filosofía
8954098;20232;Filosofía
8954107;20232;Filosofía
8956618;20232;Filosofía
8913246;20222;Filosofía
8954160;20231;Filosofía
8952514;20231;Filosofía
8953635;20231;Filosofía
8954288;20231;Filosofía
8935651;20222;Filosofía
8936127;20232;Arquitectura
8943736;20232;Arquitectura
8946245;20232;Arquitectura
8946428;20232;Arquitectura
8946453;20232;Arquitectura
8948002;20232;Arquitectura
8948407;20232;Arquitectura
8949772;20232;Arquitectura
8950000;20232;Arquitectura
8950127;20232;Arquitectura
8950216;20232;Arquitectura
8950960;20232;Arquitectura
8952315;20232;Arquitectura
8952550;20232;Arquitectura
8952626;20232;Arquitectura
8952863;20232;Arquitectura
8952940;20232;Arquitectura
8952952;20232;Arquitectura
8952980;20232;Arquitectura
8953546;20232;Arquitectura
8954127;20232;Arquitectura
8956466;20232;Arquitectura
8961423;20232;Arquitectura
8943720;20231;Arquitectura
8939322;20231;Arquitectura
8938896;20231;Arquitectura
8946879;20231;Arquitectura
8943731;20231;Arquitectura
8947454;20231;Arquitectura
8947469;20222;Arquitectura
8947904;20231;Arquitectura
8946253;20231;Arquitectura
8947265;20231;Arquitectura
8932410;20222;Arquitectura
8940409;20231;Arquitectura
8947280;20231;Arquitectura
8948032;20231;Arquitectura
8934516;20222;Arquitectura
8946552;20222;Arquitectura
8947041;20222;Arquitectura
8947455;20231;Arquitectura
8947607;20222;Arquitectura
8948357;20231;Arquitectura
8935473;20231;Arquitectura
8939047;20231;Arquitectura
8941620;20231;Arquitectura
8943456;20231;Arquitectura
8944521;20231;Arquitectura
8946058;20222;Arquitectura
8946979;20231;Arquitectura
8947209;20231;Arquitectura
8947598;20222;Arquitectura
8912840;20231;Arquitectura
8946503;20231;Arquitectura
8947241;20222;Arquitectura
8948486;20231;Arquitectura
8950355;20231;Arquitectura
8939022;20231;Arquitectura
8945756;20222;Arquitectura
8946507;20231;Arquitectura
8946959;20222;Arquitectura
8946986;20231;Arquitectura
8947405;20222;Arquitectura
8947418;20222;Arquitectura
8947735;20222;Arquitectura
8949463;20231;Arquitectura
8950705;20231;Arquitectura
8938896;20222;Arquitectura
8942454;20231;Arquitectura
8943841;20231;Arquitectura
8946552;20231;Arquitectura
8946709;20231;Arquitectura
8946779;20222;Arquitectura
8946879;20222;Arquitectura
8946972;20222;Arquitectura
8946972;20231;Arquitectura
8946998;20231;Arquitectura
8947455;20222;Arquitectura
6061800;20232;Arquitectura
8925868;20231;Arquitectura
8935768;20222;Arquitectura
8931886;20222;Arquitectura
8934828;20222;Arquitectura
8942621;20222;Arquitectura
8944357;20231;Arquitectura
8914989;20232;Nutrición Y Dietética
8927576;20232;Nutrición Y Dietética
8943263;20232;Nutrición Y Dietética
8944073;20232;Nutrición Y Dietética
8946438;20232;Nutrición Y Dietética
8946990;20232;Nutrición Y Dietética
8949704;20232;Nutrición Y Dietética
8950009;20232;Nutrición Y Dietética
8950492;20232;Nutrición Y Dietética
8950630;20232;Nutrición Y Dietética
8950684;20231;Nutrición Y Dietética
8951003;20231;Nutrición Y Dietética
8951149;20232;Nutrición Y Dietética
8952020;20232;Nutrición Y Dietética
8952230;20232;Nutrición Y Dietética
8952780;20232;Nutrición Y Dietética
8952822;20232;Nutrición Y Dietética
8952878;20232;Nutrición Y Dietética
8952979;20232;Nutrición Y Dietética
8953176;20232;Nutrición Y Dietética
8953249;20232;Nutrición Y Dietética
8953863;20232;Nutrición Y Dietética
8954041;20232;Nutrición Y Dietética
8954104;20232;Nutrición Y Dietética
00008947991;20232;Nutrición Y Dietética
8947134;20231;Nutrición Y Dietética
8947108;20231;Nutrición Y Dietética
8950722;20231;Nutrición Y Dietética
8946755;20231;Nutrición Y Dietética
8948374;20231;Nutrición Y Dietética
8946141;20231;Nutrición Y Dietética
8943022;20222;Nutrición Y Dietética
8948114;20222;Nutrición Y Dietética
8944127;20222;Nutrición Y Dietética
8945796;20222;Nutrición Y Dietética
8947466;20222;Nutrición Y Dietética
8946355;20231;Nutrición Y Dietética
8946883;20231;Nutrición Y Dietética
8941357;20222;Nutrición Y Dietética
8943487;20222;Nutrición Y Dietética
8945493;20231;Nutrición Y Dietética
8946089;20231;Nutrición Y Dietética
8946600;20222;Nutrición Y Dietética
8946693;20222;Nutrición Y Dietética
8946728;20222;Nutrición Y Dietética
8946739;20222;Nutrición Y Dietética
8947371;20222;Nutrición Y Dietética
8950941;20231;Nutrición Y Dietética
00008944314;20231;Nutrición Y Dietética
8946603;20231;Nutrición Y Dietética
8947048;20231;Nutrición Y Dietética
8949889;20231;Nutrición Y Dietética
8950203;20231;Nutrición Y Dietética
8945772;20222;Nutrición Y Dietética
8946486;20222;Nutrición Y Dietética
8946593;20231;Nutrición Y Dietética
8910231;20222;Nutrición Y Dietética
8946820;20222;Nutrición Y Dietética
8948006;20231;Nutrición Y Dietética
8949536;20231;Nutrición Y Dietética
00008946499;20231;Nutrición Y Dietética
5476269;20231;Nutrición Y Dietética
8918502;20232;Nutrición Y Dietética
8946782;20222;Nutrición Y Dietética
8947156;20222;Nutrición Y Dietética
8950568;20231;Nutrición Y Dietética
8946571;20222;Nutrición Y Dietética
8947314;20222;Nutrición Y Dietética
8949445;20231;Nutrición Y Dietética
8950010;20231;Nutrición Y Dietética
8950281;20231;Nutrición Y Dietética
8950729;20231;Nutrición Y Dietética
8940518;20232;Nutrición Y Dietética
8952775;20232;Nutrición Y Dietética
8952816;20232;Nutrición Y Dietética
8952859;20232;Nutrición Y Dietética
8952885;20232;Nutrición Y Dietética
8952899;20232;Nutrición Y Dietética
8952906;20232;Nutrición Y Dietética
8953636;20232;Nutrición Y Dietética
8953818;20232;Nutrición Y Dietética
8946735;20222;Nutrición Y Dietética
8945502;20222;Nutrición Y Dietética
8938513;20222;Nutrición Y Dietética
8942610;20222;Nutrición Y Dietética
8943250;20222;Nutrición Y Dietética
8946048;20222;Nutrición Y Dietética
8950684;20231;Nutrición Y Dietética
0060304;20231;Nutrición Y Dietética
8917624;20231;Nutrición Y Dietética
8926321;20231;Nutrición Y Dietética
8945696;20222;Nutrición Y Dietética
8946567;20222;Nutrición Y Dietética
8947855;20231;Nutrición Y Dietética
8948100;20222;Nutrición Y Dietética
8949808;20231;Nutrición Y Dietética
8950411;20231;Nutrición Y Dietética
8951220;20231;Nutrición Y Dietética
00008912653;20222;Nutrición Y Dietética
0201947;20222;Nutrición Y Dietética
8938371;20222;Nutrición Y Dietética
8946997;20231;Nutrición Y Dietética
8947149;20222;Nutrición Y Dietética
8947231;20222;Nutrición Y Dietética
8947905;20222;Nutrición Y Dietética
8943504;20222;Nutrición Y Dietética
8951003;20231;Nutrición Y Dietética
00008947950;20231;Nutrición Y Dietética
8946317;20232;Comunicación
7300811;20221;Psicologia
